MAPA,Estatus,CVE_ENT,NOM_ENT,NOM_ABR,CVE_MUN,NOM_MUN,CVE_LOC,NOM_LOC,AMBITO,LAT_DECIMAL,LON_DECIMAL,ALTITUD,CVE_CARTA,POB_TOTAL,POB_MASCULINA,POB_FEMENINA,TOTAL DE VIVIENDAS HABITADAS
90020001,,9,Ciudad de México,CDMX,2,Azcapotzalco,1,Azcapotzalco,U,19.484102,-99.18436,2244,E14A39,432205,204950,227255,134204
90030001,,9,Ciudad de México,CDMX,3,Coyoacán,1,Coyoacán,U,19.350214,-99.162146,2247,E14A39,614447,289110,325337,191646
90040001,,9,Ciudad de México,CDMX,4,Cuajimalpa de Morelos,1,Cuajimalpa de Morelos,U,19.35735,-99.299792,2780,E14A39,186693,89078,97615,52530
90040010,,9,Ciudad de México,CDMX,4,Cuajimalpa de Morelos,10,Cruz Blanca,R,19.317784,-99.32401,2985,E14A39,728,366,362,192
90040020,,9,Ciudad de México,CDMX,4,Cuajimalpa de Morelos,20,San Lorenzo Acopilco,U,19.331004,-99.325681,2937,E14A39,26042,12626,13416,6627
90040050,,9,Ciudad de México,CDMX,4,Cuajimalpa de Morelos,50,La Venta,R,19.334375,-99.310213,2863,E14A39,486,216,270,124
90040054,,9,Ciudad de México,CDMX,4,Cuajimalpa de Morelos,54,Puerto las Cruces (Monte las Cruces),R,19.294861,-99.347621,3200,E14A38,1233,585,648,323
90040055,,9,Ciudad de México,CDMX,4,Cuajimalpa de Morelos,55,Teopazulco,R,19.345926,-99.323115,2941,E14A39,80,40,40,23
90040056,,9,Ciudad de México,CDMX,4,Cuajimalpa de Morelos,56,Valle de las Monjas,R,19.338563,-99.293242,2666,E14A39,108,61,47,32
90040057,,9,Ciudad de México,CDMX,4,Cuajimalpa de Morelos,57,Prolongación Constitución,R,19.352651,-99.326671,2712,E14A39,131,66,65,32
90040058,,9,Ciudad de México,CDMX,4,Cuajimalpa de Morelos,58,Paraje Río Borracho,R,19.349437,-99.328236,2696,E14A39,80,36,44,21
90040059,,9,Ciudad de México,CDMX,4,Cuajimalpa de Morelos,59,El Zarco,R,19.293255,-99.354391,3141,E14A38,24,12,12,9
90040060,,9,Ciudad de México,CDMX,4,Cuajimalpa de Morelos,60,La Bolsa (El Encinal),R,19.339002,-99.301741,2783,E14A39,9,*,*,2
90040062,,9,Ciudad de México,CDMX,4,Cuajimalpa de Morelos,62,Los Campesinos [Rancho],R,19.305,-99.344662,3056,E14A38,29,15,14,5
90040063,,9,Ciudad de México,CDMX,4,Cuajimalpa de Morelos,63,Santa Rosa,R,19.323321,-99.29508,2860,E14A39,818,404,414,204
90040064,,9,Ciudad de México,CDMX,4,Cuajimalpa de Morelos,64,Paraje Cerro de los Padres,R,19.364182,-99.316977,2846,E14A39,12,*,*,1
90040066,,9,Ciudad de México,CDMX,4,Cuajimalpa de Morelos,66,Santa Laura [Rancho],R,19.343551,-99.319482,2723,E14A39,38,25,13,14
90040067,,9,Ciudad de México,CDMX,4,Cuajimalpa de Morelos,67,La Papa [Escuela Niños Héroes],R,19.34522,-99.312826,2853,E14A39,4,*,*,1
90040068,,9,Ciudad de México,CDMX,4,Cuajimalpa de Morelos,68,Convento del Desierto de los Leones,R,19.313611,-99.310278,2977,E14A39,0,0,0,0
90040069,,9,Ciudad de México,CDMX,4,Cuajimalpa de Morelos,69,La Troje,R,19.326977,-99.318271,2834,E14A39,0,0,0,0
90040070,,9,Ciudad de México,CDMX,4,Cuajimalpa de Morelos,70,Punta Galicia,R,19.374896,-99.303373,2538,E14A39,438,231,207,119
90040071,,9,Ciudad de México,CDMX,4,Cuajimalpa de Morelos,71,Cola de Pato,R,19.30384,-99.339958,3128,E14A38,7,*,*,2
90040073,,9,Ciudad de México,CDMX,4,Cuajimalpa de Morelos,73,Los Aguacates,R,19.369901,-99.310732,2725,E14A39,514,253,261,129
90040074,,9,Ciudad de México,CDMX,4,Cuajimalpa de Morelos,74,Punta Ahuatenco,R,19.368029,-99.305801,2560,E14A39,173,99,74,43
90040075,,9,Ciudad de México,CDMX,4,Cuajimalpa de Morelos,75,Los Laureles [Rancho],R,19.331581,-99.302038,2742,E14A39,5,*,*,2
90040077,,9,Ciudad de México,CDMX,4,Cuajimalpa de Morelos,77,Coatzehuaya,R,19.350029,-99.325362,2828,E14A39,28,15,13,5
90040078,,9,Ciudad de México,CDMX,4,Cuajimalpa de Morelos,78,La Loma,R,19.322784,-99.335293,3005,E14A38,4,*,*,1
90040079,,9,Ciudad de México,CDMX,4,Cuajimalpa de Morelos,79,Llanito Redondo,R,19.322508,-99.334536,2967,E14A38,2,*,*,1
90050001,,9,Ciudad de México,CDMX,5,Gustavo A. Madero,1,Gustavo A. Madero,U,19.482945,-99.113471,2229,E14A39,1173351,563874,609477,340301
90060001,,9,Ciudad de México,CDMX,6,Iztacalco,1,Iztacalco,U,19.395901,-99.097612,2233,E14A39,404695,192352,212343,117740
90070001,,9,Ciudad de México,CDMX,7,Iztapalapa,1,Iztapalapa,U,19.359004,-99.092622,2242,E14A39,1835486,887651,947835,504456
90080001,,9,Ciudad de México,CDMX,8,La Magdalena Contreras,1,La Magdalena Contreras,U,19.304898,-99.241515,2520,E14A39,246428,117661,128767,67772
90080066,,9,Ciudad de México,CDMX,8,La Magdalena Contreras,66,Manantiales de Monte Alegre,R,19.22968,-99.279452,3300,E14A49,0,0,0,0
90080071,,9,Ciudad de México,CDMX,8,La Magdalena Contreras,71,Ejido de San Nicolás Totolapan,R,19.253965,-99.245446,2914,E14A39,15,8,7,6
90080075,,9,Ciudad de México,CDMX,8,La Magdalena Contreras,75,Segundo Dinamo,R,19.284332,-99.274487,2758,E14A39,10,9,1,6
90080079,,9,Ciudad de México,CDMX,8,La Magdalena Contreras,79,Las Golondrinas,R,19.266454,-99.249226,2826,E14A39,4,*,*,1
90080081,,9,Ciudad de México,CDMX,8,La Magdalena Contreras,81,Primer Dinamo,R,19.288889,-99.264444,2671,E14A39,0,0,0,0
90080083,,9,Ciudad de México,CDMX,8,La Magdalena Contreras,83,El Gavillero,R,19.287025,-99.24912,2608,E14A39,452,218,234,116
90080085,,9,Ciudad de México,CDMX,8,La Magdalena Contreras,85,El Ocotal (La Carbonera),R,19.293854,-99.262611,2726,E14A39,23,12,11,12
90080086,,9,Ciudad de México,CDMX,8,La Magdalena Contreras,86,Coapanoaya,R,19.286082,-99.269733,2719,E14A39,0,0,0,0
90080088,,9,Ciudad de México,CDMX,8,La Magdalena Contreras,88,Totolapan,R,19.280696,-99.24602,2620,E14A39,334,170,164,88
90080089,,9,Ciudad de México,CDMX,8,La Magdalena Contreras,89,Sehuaya,R,19.281683,-99.273724,2801,E14A39,5,*,*,2
90080090,,9,Ciudad de México,CDMX,8,La Magdalena Contreras,90,Tercer Dinamo,R,19.281389,-99.278409,2805,E14A39,0,0,0,0
90080092,,9,Ciudad de México,CDMX,8,La Magdalena Contreras,92,Cuarto Dinamo,R,19.266478,-99.29346,3060,E14A39,0,0,0,0
90080093,,9,Ciudad de México,CDMX,8,La Magdalena Contreras,93,La Bodega,R,19.26687,-99.287408,3036,E14A39,0,0,0,0
90080094,,9,Ciudad de México,CDMX,8,La Magdalena Contreras,94,La Campana [Rancho],R,19.248999,-99.247901,2919,E14A49,5,*,*,2
90080095,,9,Ciudad de México,CDMX,8,La Magdalena Contreras,95,La Escondida,R,19.247384,-99.254385,3019,E14A49,0,0,0,0
90080096,,9,Ciudad de México,CDMX,8,La Magdalena Contreras,96,La Polea,R,19.229237,-99.267239,3273,E14A49,1,*,*,1
90080098,,9,Ciudad de México,CDMX,8,La Magdalena Contreras,98,Valle del Tezontle,R,19.215833,-99.278333,3428,E14A49,11,*,*,1
90080099,,9,Ciudad de México,CDMX,8,La Magdalena Contreras,99,Albergue Alpino Ajusco,R,19.227123,-99.266912,3297,E14A49,1,*,*,1
90080100,,9,Ciudad de México,CDMX,8,La Magdalena Contreras,100,Los Cedros,R,19.27975,-99.250407,2649,E14A39,5,*,*,2
90080101,,9,Ciudad de México,CDMX,8,La Magdalena Contreras,101,Ocotenco (La Loma Cazulco),R,19.292886,-99.254414,2657,E14A39,15,11,4,14
90080102,,9,Ciudad de México,CDMX,8,La Magdalena Contreras,102,El Tejocote,R,19.264056,-99.246707,2775,E14A39,1,*,*,1
90080103,,9,Ciudad de México,CDMX,8,La Magdalena Contreras,103,Paraje Ayla,R,19.260013,-99.301241,3212,E14A39,0,0,0,0
90080104,,9,Ciudad de México,CDMX,8,La Magdalena Contreras,104,Rancho Viejo,R,19.25824,-99.25032,2842,E14A39,67,35,32,14
90080106,,9,Ciudad de México,CDMX,8,La Magdalena Contreras,106,Prolongación Ermitaño,R,19.300859,-99.267322,2744,E14A39,37,20,17,9
90080107,,9,Ciudad de México,CDMX,8,La Magdalena Contreras,107,Llanos de Acopilco,R,19.274682,-99.280073,3062,E14A39,2,*,*,2
90080108,,9,Ciudad de México,CDMX,8,La Magdalena Contreras,108,Rincón Eslava,R,19.289692,-99.251075,2555,E14A39,51,30,21,13
90080109,,9,Ciudad de México,CDMX,8,La Magdalena Contreras,109,La Cañada [Parque],R,19.298428,-99.252909,2561,E14A39,1,*,*,1
90080112,,9,Ciudad de México,CDMX,8,La Magdalena Contreras,112,Chichicazpatl,R,19.275787,-99.249984,2596,E14A39,119,68,51,34
90080113,,9,Ciudad de México,CDMX,8,La Magdalena Contreras,113,Meyuca,R,19.299906,-99.266192,2800,E14A39,6,*,*,2
90090001,,9,Ciudad de México,CDMX,9,Milpa Alta,1,Villa Milpa Alta,U,19.191249,-99.023371,2429,E14A49,18213,8863,9350,4622
90090011,,9,Ciudad de México,CDMX,9,Milpa Alta,11,San Antonio Tecómitl,U,19.217537,-98.993717,2258,E14B41,27768,13478,14290,7221
90090015,,9,Ciudad de México,CDMX,9,Milpa Alta,15,San Bartolomé Xicomulco,U,19.206759,-99.067892,2592,E14A49,4933,2351,2582,1331
90090017,,9,Ciudad de México,CDMX,9,Milpa Alta,17,San Francisco Tecoxpa,U,19.199448,-99.006287,2309,E14A49,13919,6806,7113,3613
90090024,,9,Ciudad de México,CDMX,9,Milpa Alta,24,San Pablo Oztotepec,U,19.187285,-99.073149,2716,E14A49,17715,8511,9204,4488
90090029,,9,Ciudad de México,CDMX,9,Milpa Alta,29,San Pedro Atocpan,U,19.201637,-99.049411,2445,E14A49,9234,4529,4705,2342
90090033,,9,Ciudad de México,CDMX,9,Milpa Alta,33,San Salvador Cuauhtenco,U,19.191988,-99.089954,2753,E14A49,16847,8182,8665,4233
90090036,,9,Ciudad de México,CDMX,9,Milpa Alta,36,Santa Ana Tlacotenco,U,19.17591,-98.997801,2613,E14B41,11715,5589,6126,3030
90090037,,9,Ciudad de México,CDMX,9,Milpa Alta,37,Cruztitla,R,19.214886,-99.003503,2308,E14A49,1123,563,560,278
90090039,,9,Ciudad de México,CDMX,9,Milpa Alta,39,Atlimeya,R,19.166865,-99.07272,2913,E14A49,0,0,0,0
90090045,,9,Ciudad de México,CDMX,9,Milpa Alta,45,Los Pinos (Totulan),R,19.183551,-99.035123,2572,E14A49,57,31,26,17
90090046,,9,Ciudad de México,CDMX,9,Milpa Alta,46,Xoctonco,R,19.184051,-99.08698,2866,E14A49,394,201,193,107
90090050,,9,Ciudad de México,CDMX,9,Milpa Alta,50,Cozcatlán,R,19.181181,-99.017673,2539,E14A49,27,10,17,6
90090052,,9,Ciudad de México,CDMX,9,Milpa Alta,52,La Herradura (Séptima Curva),R,19.18561,-99.051329,2601,E14A49,102,51,51,31
90090054,,9,Ciudad de México,CDMX,9,Milpa Alta,54,Zangahco,R,19.173942,-99.065664,2807,E14A49,72,38,34,18
90090056,,9,Ciudad de México,CDMX,9,Milpa Alta,56,Hueycotzingo,R,19.191315,-99.052402,2547,E14A49,110,51,59,25
90090062,,9,Ciudad de México,CDMX,9,Milpa Alta,62,Melhcalhca,R,19.172526,-99.105423,3057,E14A49,0,0,0,0
90090066,,9,Ciudad de México,CDMX,9,Milpa Alta,66,Cuauhtec (El Mirador Santa Ana Tlacotenco),R,19.161442,-98.990026,2717,E14B41,16,7,9,3
90090067,,9,Ciudad de México,CDMX,9,Milpa Alta,67,La Mora,R,19.190063,-99.034836,2517,E14A49,182,96,86,44
90090068,,9,Ciudad de México,CDMX,9,Milpa Alta,68,Metenco,R,19.204945,-99.08104,2636,E14A49,464,230,234,130
90090072,,9,Ciudad de México,CDMX,9,Milpa Alta,72,Tamasquititla,R,19.17389,-99.024066,2665,E14A49,11,6,5,4
90090074,,9,Ciudad de México,CDMX,9,Milpa Alta,74,San Agustín Xolco,R,19.177268,-99.00873,2614,E14A49,38,20,18,9
90090077,,9,Ciudad de México,CDMX,9,Milpa Alta,77,San Marcos (Tezocotitla),R,19.169584,-99.026133,2739,E14A49,195,89,106,54
90090081,,9,Ciudad de México,CDMX,9,Milpa Alta,81,Cuyucalco,R,19.183165,-99.059872,2673,E14A49,120,62,58,34
90090082,,9,Ciudad de México,CDMX,9,Milpa Alta,82,Iztahuaca,R,19.185318,-99.05893,2650,E14A49,84,39,45,22
90090083,,9,Ciudad de México,CDMX,9,Milpa Alta,83,Tzotzomaco,R,19.19812,-99.039094,2494,E14A49,25,11,14,8
90090084,,9,Ciudad de México,CDMX,9,Milpa Alta,84,Tlatepexco,R,19.195639,-99.077756,2627,E14A49,156,66,90,40
90090088,,9,Ciudad de México,CDMX,9,Milpa Alta,88,San Paocotitla,R,19.18658,-99.050935,2591,E14A49,197,113,84,51
90090090,,9,Ciudad de México,CDMX,9,Milpa Alta,90,Tlacopac,R,19.1728,-99.040778,2720,E14A49,110,53,57,28
90090092,,9,Ciudad de México,CDMX,9,Milpa Alta,92,Tecolotzitzatzian (Tiapa),R,19.164061,-99.043386,2824,E14A49,15,9,6,5
90090093,,9,Ciudad de México,CDMX,9,Milpa Alta,93,Tehuitzco,R,19.176792,-99.085516,2955,E14A49,0,0,0,0
90090095,,9,Ciudad de México,CDMX,9,Milpa Alta,95,Tepetlapa,R,19.185501,-99.009858,2453,E14A49,225,113,112,56
90090096,,9,Ciudad de México,CDMX,9,Milpa Alta,96,Tequianquiztunco,R,19.166308,-99.072174,2915,E14A49,18,8,10,5
90090098,,9,Ciudad de México,CDMX,9,Milpa Alta,98,Tetexipezco,R,19.202132,-99.036743,2451,E14A49,35,19,16,9
90090099,,9,Ciudad de México,CDMX,9,Milpa Alta,99,Tetlicuili (El Encinal),R,19.163474,-98.983293,2692,E14B41,15,10,5,5
90090100,,9,Ciudad de México,CDMX,9,Milpa Alta,100,Toltecas Parte Alta (Barrio Tenantitla),R,19.219692,-99.030947,2554,E14A49,3,*,*,1
90090101,,9,Ciudad de México,CDMX,9,Milpa Alta,101,Texcalatlautenco,R,19.201714,-99.058875,2487,E14A49,40,19,21,9
90090102,,9,Ciudad de México,CDMX,9,Milpa Alta,102,Texcayuca (Ojo de Agua),R,19.158016,-99.146211,2915,E14A49,0,0,0,0
90090103,,9,Ciudad de México,CDMX,9,Milpa Alta,103,Tezompa,R,19.18886,-99.053001,2575,E14A49,226,105,121,51
90090104,,9,Ciudad de México,CDMX,9,Milpa Alta,104,Teziuhtepec,R,19.171931,-99.071045,2852,E14A49,138,73,65,34
90090105,,9,Ciudad de México,CDMX,9,Milpa Alta,105,Tetzumpa,R,19.167838,-99.070328,2890,E14A49,18,9,9,5
90090109,,9,Ciudad de México,CDMX,9,Milpa Alta,109,Tlaxala,R,19.202795,-99.037415,2446,E14A49,69,38,31,13
90090110,,9,Ciudad de México,CDMX,9,Milpa Alta,110,Ahuapapatlapa,R,19.17161,-99.045868,2770,E14A49,4,*,*,1
90090112,,9,Ciudad de México,CDMX,9,Milpa Alta,112,Tetepanco,R,19.205849,-99.054604,2543,E14A49,153,86,67,33
90090113,,9,Ciudad de México,CDMX,9,Milpa Alta,113,Copexalco,R,19.213945,-99.060959,2575,E14A49,69,30,39,19
90090115,,9,Ciudad de México,CDMX,9,Milpa Alta,115,San José,R,19.206573,-99.060113,2586,E14A49,313,160,153,88
90090116,,9,Ciudad de México,CDMX,9,Milpa Alta,116,Hueytepetl (Bugambilias),R,19.189315,-98.99011,2459,E14B41,249,123,126,63
90090117,,9,Ciudad de México,CDMX,9,Milpa Alta,117,Ocoximalipa,R,19.1739,-99.06929,2830,E14A49,144,72,72,33
90090120,,9,Ciudad de México,CDMX,9,Milpa Alta,120,Corralixpa,R,19.176445,-99.076564,2857,E14A49,245,127,118,60
90090124,,9,Ciudad de México,CDMX,9,Milpa Alta,124,El Rancho,R,19.19131,-99.032224,2479,E14A49,12,*,*,2
90090126,,9,Ciudad de México,CDMX,9,Milpa Alta,126,Coyocalli,R,19.197457,-99.036503,2474,E14A49,44,20,24,10
90090129,,9,Ciudad de México,CDMX,9,Milpa Alta,129,Tlapalan,R,19.179769,-99.010421,2571,E14A49,36,19,17,9
90090130,,9,Ciudad de México,CDMX,9,Milpa Alta,130,Retamatitla (Tepehualli),R,19.1768,-99.021313,2614,E14A49,1,*,*,1
90090131,,9,Ciudad de México,CDMX,9,Milpa Alta,131,Texalco,R,19.192904,-99.03553,2472,E14A49,157,78,79,37
90090134,,9,Ciudad de México,CDMX,9,Milpa Alta,134,Queapilco,R,19.190231,-99.101044,2779,E14A49,59,31,28,16
90090135,,9,Ciudad de México,CDMX,9,Milpa Alta,135,Texococlixpa (Rancho Santa Elena),R,19.183347,-99.100331,2878,E14A49,5,*,*,1
90090138,,9,Ciudad de México,CDMX,9,Milpa Alta,138,Barranca Seca (Pozo Ocho),R,19.207422,-98.997446,2280,E14B41,265,125,140,66
90090139,,9,Ciudad de México,CDMX,9,Milpa Alta,139,Teatlaco,R,19.190366,-98.991206,2439,E14B41,165,71,94,40
90090140,,9,Ciudad de México,CDMX,9,Milpa Alta,140,Tlaloxtoc (Ejidos de Tecoxpa),R,19.196752,-98.980547,2334,E14B41,19,8,11,6
90090141,,9,Ciudad de México,CDMX,9,Milpa Alta,141,Tezquizco,R,19.204729,-99.086021,2630,E14A49,11,7,4,3
90090142,,9,Ciudad de México,CDMX,9,Milpa Alta,142,Atuzanco,R,19.20912,-99.055309,2554,E14A49,20,10,10,6
90090147,,9,Ciudad de México,CDMX,9,Milpa Alta,147,El Potrero,R,19.210744,-99.093074,2569,E14A49,23,8,15,8
90090148,,9,Ciudad de México,CDMX,9,Milpa Alta,148,Jalisco,R,19.199702,-99.035691,2439,E14A49,0,0,0,0
90090151,,9,Ciudad de México,CDMX,9,Milpa Alta,151,Miquixpa,R,19.187424,-99.100787,2820,E14A49,50,23,27,9
90090152,,9,Ciudad de México,CDMX,9,Milpa Alta,152,San Lorenzo Tlacoyucan,U,19.176322,-99.031422,2616,E14A49,4288,2102,2186,1112
90090154,,9,Ciudad de México,CDMX,9,Milpa Alta,154,Rinconada del Teoca,R,19.208951,-99.089361,2602,E14A49,134,67,67,32
90090155,,9,Ciudad de México,CDMX,9,Milpa Alta,155,Tepexomulco,R,19.204553,-99.056161,2516,E14A49,123,65,58,25
90090156,,9,Ciudad de México,CDMX,9,Milpa Alta,156,Temoclaluca,R,19.19577,-99.079989,2645,E14A49,32,21,11,9
90090158,,9,Ciudad de México,CDMX,9,Milpa Alta,158,Malacaxco,R,19.197931,-99.065007,2535,E14A49,314,169,145,75
90090159,,9,Ciudad de México,CDMX,9,Milpa Alta,159,Cuatlixco,R,19.194846,-99.063764,2543,E14A49,13,5,8,3
90090161,,9,Ciudad de México,CDMX,9,Milpa Alta,161,Coametzu,R,19.188489,-99.058084,2619,E14A49,302,154,148,72
90090163,,9,Ciudad de México,CDMX,9,Milpa Alta,163,Cuauhtunco,R,19.217092,-99.045122,2494,E14A49,260,136,124,67
90090166,,9,Ciudad de México,CDMX,9,Milpa Alta,166,La Era,R,19.216184,-99.036815,2540,E14A49,7,4,3,3
90090167,,9,Ciudad de México,CDMX,9,Milpa Alta,167,Tepetenco,R,19.204425,-99.037402,2476,E14A49,303,143,160,71
90090168,,9,Ciudad de México,CDMX,9,Milpa Alta,168,San Isidro Cuatepec,R,19.219037,-99.007713,2378,E14A49,1063,506,557,277
90090169,,9,Ciudad de México,CDMX,9,Milpa Alta,169,Xaluis,R,19.184978,-99.055288,2621,E14A49,191,102,89,47
90090171,,9,Ciudad de México,CDMX,9,Milpa Alta,171,Tepetipac,R,19.207048,-98.994404,2280,E14B41,277,125,152,61
90090172,,9,Ciudad de México,CDMX,9,Milpa Alta,172,Tlatlalahuaya,R,19.183562,-99.054286,2640,E14A49,48,22,26,13
90090173,,9,Ciudad de México,CDMX,9,Milpa Alta,173,Texunco (Camino Real a Tlaltenami),R,19.179896,-99.061715,2718,E14A49,65,28,37,18
90090174,,9,Ciudad de México,CDMX,9,Milpa Alta,174,Mecalco (Camino al Mirador),R,19.180852,-99.020207,2522,E14A49,232,114,118,56
90090176,,9,Ciudad de México,CDMX,9,Milpa Alta,176,Zacatonco,R,19.180971,-99.016638,2540,E14A49,359,182,177,92
90090178,,9,Ciudad de México,CDMX,9,Milpa Alta,178,Xali,R,19.170222,-99.031517,2726,E14A49,84,44,40,18
90090179,,9,Ciudad de México,CDMX,9,Milpa Alta,179,Texaxahuacalli,R,19.160198,-99.041181,2869,E14A49,0,0,0,0
90090185,,9,Ciudad de México,CDMX,9,Milpa Alta,185,Zacazontlipac,R,19.195854,-99.105166,2681,E14A49,363,182,181,110
90090187,,9,Ciudad de México,CDMX,9,Milpa Alta,187,Santa Catarina (Piedra Blanca),R,19.211234,-99.078642,2620,E14A49,177,90,87,53
90090188,,9,Ciudad de México,CDMX,9,Milpa Alta,188,Cuauhtetec,R,19.194268,-99.081321,2693,E14A49,270,136,134,72
90090189,,9,Ciudad de México,CDMX,9,Milpa Alta,189,Huitlalpa,R,19.192523,-99.080407,2700,E14A49,59,24,35,16
90090191,,9,Ciudad de México,CDMX,9,Milpa Alta,191,Texcolipan,R,19.217532,-99.05927,2561,E14A49,15,7,8,4
90090192,,9,Ciudad de México,CDMX,9,Milpa Alta,192,Tetzmititla,R,19.207872,-99.056423,2573,E14A49,33,16,17,10
90090195,,9,Ciudad de México,CDMX,9,Milpa Alta,195,Tlaxiomulco,R,19.191323,-99.038305,2523,E14A49,143,67,76,28
90090198,,9,Ciudad de México,CDMX,9,Milpa Alta,198,Tecoloxtitla,R,19.181889,-99.012279,2517,E14A49,158,84,74,46
90090199,,9,Ciudad de México,CDMX,9,Milpa Alta,199,Tapalaco (Amacapultitla),R,19.17032,-99.003041,2709,E14A49,81,43,38,23
90090200,,9,Ciudad de México,CDMX,9,Milpa Alta,200,Teacalco,R,19.199217,-99.061059,2489,E14A49,25,11,14,5
90090201,,9,Ciudad de México,CDMX,9,Milpa Alta,201,Iztlalco,R,19.215858,-99.060972,2565,E14A49,0,0,0,0
90090202,,9,Ciudad de México,CDMX,9,Milpa Alta,202,Cuauhzontlipan,R,19.213716,-99.062397,2583,E14A49,103,56,47,26
90090203,,9,Ciudad de México,CDMX,9,Milpa Alta,203,Huepaltepec,R,19.212484,-99.073849,2602,E14A49,74,36,38,22
90090204,,9,Ciudad de México,CDMX,9,Milpa Alta,204,Mecatlán (Rancho el Refugio),R,19.210103,-99.083681,2630,E14A49,61,32,29,16
90090205,,9,Ciudad de México,CDMX,9,Milpa Alta,205,Tecupilco (Kilómetro 17.5),R,19.218289,-99.050716,2438,E14A49,124,45,79,33
90090206,,9,Ciudad de México,CDMX,9,Milpa Alta,206,Xaxalpa,R,19.216637,-99.049409,2443,E14A49,141,70,71,40
90090207,,9,Ciudad de México,CDMX,9,Milpa Alta,207,Xaltepetitla,R,19.215639,-99.043611,2478,E14A49,61,33,28,18
90090208,,9,Ciudad de México,CDMX,9,Milpa Alta,208,Tetecolok,R,19.212667,-99.054124,2563,E14A49,88,41,47,25
90090210,,9,Ciudad de México,CDMX,9,Milpa Alta,210,Santa Rosa,R,19.225828,-99.003219,2338,E14A49,187,93,94,44
90090211,,9,Ciudad de México,CDMX,9,Milpa Alta,211,Olla de Piedra,R,19.224285,-99.003139,2325,E14A49,126,64,62,29
90090213,,9,Ciudad de México,CDMX,9,Milpa Alta,213,El Zapote (Techultepec),R,19.211291,-99.005283,2321,E14A49,66,34,32,14
90090214,,9,Ciudad de México,CDMX,9,Milpa Alta,214,Maxulco (Barrio Cruztitla),R,19.209366,-99.003436,2313,E14A49,222,108,114,62
90090215,,9,Ciudad de México,CDMX,9,Milpa Alta,215,Tecoxpa (El Pirul),R,19.207018,-99.010559,2358,E14A49,11,5,6,4
90090216,,9,Ciudad de México,CDMX,9,Milpa Alta,216,Santa Martha Cosalan,R,19.203541,-99.023426,2387,E14A49,98,46,52,24
90090217,,9,Ciudad de México,CDMX,9,Milpa Alta,217,Zacuaztitla,R,19.202915,-98.9829,2302,E14B41,413,215,198,97
90090218,,9,Ciudad de México,CDMX,9,Milpa Alta,218,Rancho Paraíso Escondido,R,19.204878,-98.987153,2293,E14B41,6,*,*,2
90090219,,9,Ciudad de México,CDMX,9,Milpa Alta,219,Omaxa,R,19.184651,-99.094279,2855,E14A49,191,92,99,46
90090222,,9,Ciudad de México,CDMX,9,Milpa Alta,222,Ahuatitla (Ixmatunco),R,19.18498,-99.08204,2801,E14A49,47,19,28,13
90090223,,9,Ciudad de México,CDMX,9,Milpa Alta,223,Texacazintla (Xacalixpa),R,19.177914,-99.07878,2866,E14A49,111,55,56,29
90090224,,9,Ciudad de México,CDMX,9,Milpa Alta,224,Chichilesca,R,19.177102,-99.067674,2795,E14A49,207,101,106,49
90090226,,9,Ciudad de México,CDMX,9,Milpa Alta,226,Calle Capulines,R,19.197777,-99.059221,2504,E14A49,13,8,5,5
90090227,,9,Ciudad de México,CDMX,9,Milpa Alta,227,Temalacatl,R,19.194742,-99.057572,2535,E14A49,46,23,23,11
90090228,,9,Ciudad de México,CDMX,9,Milpa Alta,228,Temoayan,R,19.19656,-99.056808,2512,E14A49,12,8,4,3
90090229,,9,Ciudad de México,CDMX,9,Milpa Alta,229,Prolongación Xolotl,R,19.193232,-99.055784,2549,E14A49,20,13,7,4
90090230,,9,Ciudad de México,CDMX,9,Milpa Alta,230,Anayeli,R,19.193657,-99.054569,2536,E14A49,1,*,*,1
90090233,,9,Ciudad de México,CDMX,9,Milpa Alta,233,Las Cruces Parte Alta (Tehuepanco),R,19.174516,-99.039736,2701,E14A49,166,84,82,42
90090234,,9,Ciudad de México,CDMX,9,Milpa Alta,234,Cuacualipa,R,19.170628,-99.034259,2718,E14A49,36,19,17,12
90090235,,9,Ciudad de México,CDMX,9,Milpa Alta,235,Tehuistitla,R,19.170215,-99.038089,2727,E14A49,88,43,45,24
90090236,,9,Ciudad de México,CDMX,9,Milpa Alta,236,Cuaxaltepec,R,19.167599,-99.036909,2768,E14A49,10,5,5,3
90090237,,9,Ciudad de México,CDMX,9,Milpa Alta,237,Tenopantitla,R,19.164733,-99.028284,2826,E14A49,5,*,*,2
90090238,,9,Ciudad de México,CDMX,9,Milpa Alta,238,Ocoteloloco (Tlaxcantitla),R,19.172511,-99.019099,2701,E14A49,0,0,0,0
90090239,,9,Ciudad de México,CDMX,9,Milpa Alta,239,Tecpallo,R,19.197178,-98.990619,2380,E14B41,70,33,37,21
90090241,,9,Ciudad de México,CDMX,9,Milpa Alta,241,Loma Bonita,R,19.174475,-98.988001,2603,E14B41,64,29,35,18
90090242,,9,Ciudad de México,CDMX,9,Milpa Alta,242,Cuacuahotlipa,R,19.168303,-98.987158,2658,E14B41,300,152,148,78
90090243,,9,Ciudad de México,CDMX,9,Milpa Alta,243,Nacatulatlaxco,R,19.167272,-98.991642,2663,E14B41,20,10,10,6
90090244,,9,Ciudad de México,CDMX,9,Milpa Alta,244,Tlacoxpa (Teshutla),R,19.165398,-98.989522,2665,E14B41,31,18,13,7
